ISO3,Country,EGDI,OSI,TII,HCI,Penetration_Pct,Year_Used,p,T_adj_EGDI,Phi_EGDI,T_adj_OSI,Phi_OSI,R_facade,I_egov,Signed_Div
IRQ,Iraq,0.4572,0.1876,0.6874,0.4967,81.80889893,2023,0.8180889893,0.37403028590796,0.08316971409204002,0.15347349439268,0.03412650560732001,1.222360908262135,0.4998,-0.4998
MNE,Montenegro,0.7211,0.5214,0.9229,0.719,88.5515976,2023,0.885515976,0.6385455702935999,0.0825544297064,0.4617080298864,0.05969197011360001,1.129285102813323,0.4015000000000001,-0.4015000000000001
ROU,Romania,0.7636,0.6548,0.8922,0.7439,89.20335498,2023,0.8920335498,0.68115681862728,0.08244318137271996,0.5841035684090401,0.07069643159095998,1.1210340689811575,0.23739999999999994,-0.23739999999999994
CHN,China,0.8718,0.9258,0.8995,0.7902,90.6,2023,0.9059999999999999,0.7898508,0.08194920000000007,0.8387747999999999,0.08702520000000007,1.1037527593818985,0.02629999999999999,0.02629999999999999
URY,Uruguay,0.9006,0.8832,0.9437,0.8749,90.92590332,2023,0.9092590332,0.8188786852999199,0.08172131470007998,0.80305757812224,0.08014242187776,1.0997966074427117,0.0605,-0.0605
CAF,Central African Republic,0.0947,0.1128,0.0,0.1713,13.8416996,2023,0.13841699600000001,0.013108089521200001,0.0815919104788,0.015613437148800001,0.09718656285119999,7.224546326666415,0.1128,0.1128
MKD,North Macedonia,0.707,0.6642,0.7546,0.7023,88.5,2023,0.885,0.625695,0.08130499999999999,0.587817,0.07638299999999999,1.1299435028248588,0.09040000000000004,-0.09040000000000004
SUR,Suriname,0.6366,0.4814,0.8714,0.5568,87.4,2023,0.8740000000000001,0.5563884000000001,0.08021159999999994,0.42074360000000005,0.060656399999999944,1.1441647597254003,0.38999999999999996,-0.38999999999999996
CYP,Cyprus,0.8619,0.8217,0.8941,0.8698,91.22110357,2023,0.9122110357,0.78623469166983,0.07566530833017004,0.7495638080346899,0.07213619196531004,1.096237560021003,0.07240000000000002,-0.07240000000000002
NRU,Nauru,0.4454,0.2439,0.5863,0.5061,83.03970337,2023,0.8303970337,0.36985883880998,0.07554116119002002,0.20253383651943,0.04136616348057001,1.2042432227199802,0.34240000000000004,-0.34240000000000004
DEU,Germany,0.9382,0.9238,0.9236,0.9672,92.4763763,2023,0.924763763,0.8676133624466,0.07058663755340004,0.8542967642593999,0.06950323574060004,1.0813572503705469,0.00019999999999997797,0.00019999999999997797
MLT,Malta,0.8886,0.8749,0.9747,0.8162,92.07266941,2023,0.9207266941000001,0.81815774037726,0.07044225962273992,0.8055437846680901,0.06935621533190993,1.0860986288417418,0.0998,-0.0998
JAM,Jamaica,0.6678,0.5677,0.7296,0.706,89.47304282,2023,0.8947304282,0.5975009799519599,0.07029902004803996,0.50793846408914,0.059761535910859975,1.1176550707141804,0.16190000000000004,-0.16190000000000004
LVA,Latvia,0.8852,0.8092,0.966,0.8805,92.18791291,2023,0.9218791290999999,0.8160474050793199,0.06915259492068007,0.74598459126772,0.06321540873228007,1.0847409041316154,0.15679999999999994,-0.15679999999999994
HUN,Hungary,0.8043,0.7144,0.8282,0.8703,91.4500713,2023,0.914500713,0.7355329234659,0.06876707653409998,0.6533193093672001,0.061080690632799986,1.0934928598573985,0.11380000000000001,-0.11380000000000001
EST,Estonia,0.9727,0.9954,0.9731,0.9497,93.18342241,2023,0.9318342241,0.90639514978207,0.06630485021792995,0.9275477866691401,0.06785221333085995,1.0731522562029068,0.022299999999999986,0.022299999999999986
RUS,Russian Federation,0.8533,0.7766,0.9512,0.8319,92.24496346,2023,0.9224496346,0.7871262732041799,0.06617372679582004,0.7163743862303599,0.06022561376964003,1.084070026688913,0.1746000000000001,-0.1746000000000001
KGZ,Kyrgyzstan,0.7316,0.6072,0.8815,0.7061,91.04440308,2023,0.9104440307999999,0.66608085293328,0.06551914706672006,0.5528216155017599,0.05437838449824005,1.0983651560890657,0.2743,-0.2743
BTN,Bhutan,0.6511,0.5886,0.817,0.5478,90.02140045,2023,0.9002140045,0.58612933832995,0.06497066167005,0.5298659630487,0.0587340369513,1.1108469708327005,0.22839999999999994,-0.22839999999999994
KAZ,Kazakhstan,0.9009,0.939,0.9235,0.8403,92.87846096,2023,0.9287846096,0.83674205478864,0.06415794521136002,0.8721287484143999,0.06687125158560002,1.0766758941351002,0.015499999999999958,0.015499999999999958
BLR,Belarus,0.7445,0.576,0.9156,0.7419,91.51249979,2023,0.9151249979,0.6813105609365501,0.06318943906345,0.5271119987903999,0.04888800120959999,1.0927468950086257,0.3396,-0.3396
FIN,Finland,0.9575,0.9097,0.9791,0.9836,93.51385075,2023,0.9351385075,0.8953951209312501,0.06210487906874995,0.85069550027275,0.05900449972724995,1.0693603054304766,0.06940000000000002,-0.06940000000000002
NZL,New Zealand,0.9265,0.9453,0.8728,0.9615,93.32610321,2023,0.9332610321,0.86466634624065,0.06183365375935,0.88221165364413,0.06308834635587,1.071511576723423,0.07250000000000001,0.07250000000000001
MAR,Morocco,0.6841,0.5618,0.8827,0.6078,91.0,2023,0.91,0.6225310000000001,0.061568999999999985,0.511238,0.05056199999999998,1.0989010989010988,0.3209000000000001,-0.3209000000000001
USA,United States of America,0.9195,0.9136,0.9605,0.8842,93.52559662,2023,0.9352559662000001,0.8599678609209,0.05953213907909994,0.85444985072032,0.05915014927967994,1.0692260045803919,0.04690000000000005,-0.04690000000000005
SGP,Singapore,0.9691,0.9831,0.9881,0.9362,94.28518987,2023,0.9428518987,0.9137177750301699,0.05538222496983003,0.92691770161197,0.05618229838803003,1.0606119597137107,0.0050000000000000044,-0.0050000000000000044
KIR,Kiribati,0.4572,0.3904,0.3544,0.6269,88.0,2023,0.88,0.40233599999999997,0.054863999999999996,0.343552,0.046848,1.1363636363636365,0.03600000000000003,0.03600000000000003
BHS,Bahamas,0.7143,0.5402,0.8652,0.7376,92.38729858,2023,0.9238729858000001,0.6599224737569401,0.05437752624305993,0.49907618692916006,0.04112381307083995,1.08239987029611,0.32499999999999996,-0.32499999999999996
JOR,Jordan,0.6849,0.7591,0.6499,0.6458,92.53443944,2023,0.9253443944,0.63376837572456,0.05113162427543996,0.70242892978904,0.05667107021095996,1.0806787246476024,0.10919999999999996,0.10919999999999996
CAN,Canada,0.8452,0.8552,0.8078,0.8725,94.14530182,2023,0.9414530182,0.79571609098264,0.04948390901735996,0.80513062116464,0.05006937883535996,1.0621878953789305,0.0474,0.0474
CHL,Chile,0.8827,0.8612,0.9455,0.8413,94.45742345,2023,0.9445742344999999,0.8337756767931499,0.0489243232068501,0.8134673307513999,0.0477326692486001,1.0586780408311043,0.08430000000000004,-0.08430000000000004
BEL,Belgium,0.8121,0.7224,0.8698,0.8442,94.62625074,2023,0.9462625074000001,0.7684597822595401,0.04364021774045995,0.6835800353457601,0.03881996465423996,1.0567892019178187,0.14739999999999998,-0.14739999999999998
GBR,United Kingdom of Great Britain and Northern Ireland,0.9577,0.9535,0.9747,0.945,95.44719696,2023,0.9544719696,0.91409780528592,0.04360219471407997,0.9100890230136001,0.04341097698639998,1.0476997039725324,0.021199999999999997,-0.021199999999999997
AUT,Austria,0.9065,0.8383,0.981,0.9003,95.33467117,2023,0.9533467117,0.8642087941560499,0.04229120584395003,0.79919054841811,0.03910945158189003,1.0489363289634768,0.14269999999999994,-0.14269999999999994
ESP,Spain,0.9206,0.9054,0.9603,0.8961,95.44564516,2023,0.9544564516,0.87867260934296,0.041927390657039966,0.8641648712786401,0.04123512872135997,1.047716737964999,0.05490000000000006,-0.05490000000000006
OMN,Oman,0.8576,0.8077,0.9674,0.7977,95.25170135,2023,0.9525170135000001,0.8168785907776,0.040721409222399946,0.7693479918039501,0.03835200819604995,1.0498500140438698,0.15970000000000006,-0.15970000000000006
SWE,Sweden,0.9326,0.8836,0.9868,0.9275,95.70327461,2023,0.9570327460999999,0.8925287390128599,0.0400712609871401,0.84563413445396,0.0379658655460401,1.0448963257266752,0.10319999999999996,-0.10319999999999996
AND,Andorra,0.6893,0.478,0.9231,0.6668,94.21499634,2023,0.9421499634,0.64942396977162,0.039876030228379995,0.45034768250519996,0.027652317494799992,1.0614021534228295,0.44510000000000005,-0.44510000000000005
AUS,Australia,0.9577,0.9222,0.9509,1.0,96.1160965,2023,0.9611609649999999,0.9205038561804999,0.03719614381950007,0.886382641923,0.035817358077000074,1.0404084606161674,0.028699999999999948,-0.028699999999999948
IRL,Ireland,0.9138,0.8768,0.9599,0.9046,96.8660965,2023,0.968660965,0.8851623898169999,0.028637610183000012,0.849321934112,0.027478065888000013,1.0323529450781574,0.08309999999999995,-0.08309999999999995
NLD,Netherlands,0.9538,0.9212,0.9715,0.9688,97.00680272,2023,0.9700680272,0.9252508843433599,0.028549115656640037,0.89362666665664,0.027573333343360037,1.030855539983516,0.05030000000000001,-0.05030000000000001
KOR,Republic of Korea,0.9679,1.0,0.9917,0.912,97.41597478,2023,0.9741597478,0.94288921989562,0.02501078010437997,0.9741597478,0.02584025219999997,1.0265256825262556,0.008299999999999974,0.008299999999999974
CHE,Switzerland,0.9004,0.8408,0.9576,0.9026,97.34436623,2023,0.9734436623,0.87648867353492,0.02391132646507999,0.81847143126184,0.022328568738159988,1.0272808162695868,0.11680000000000001,-0.11680000000000001
ISL,Iceland,0.9671,0.9076,0.9983,0.9953,97.94860077,2023,0.9794860076999999,0.9472609180466699,0.01983908195333006,0.8889815005885199,0.018618499411480055,1.020943629759623,0.0907,-0.0907
MYS,Malaysia,0.8111,0.728,0.9862,0.7192,97.69272633,2023,0.9769272633,0.79238570326263,0.01871429673736999,0.7112030476824,0.01679695231759999,1.0236176607683787,0.2582,-0.2582
SMR,San Marino,0.6551,0.3575,0.9491,0.6587,97.33640289,2023,0.9733640289000001,0.63765077533239,0.017449224667609956,0.34797764033175,0.009522359668249976,1.0273648607398214,0.5916000000000001,-0.5916000000000001
LIE,Liechtenstein,0.8528,0.7416,0.9906,0.8263,98.13230133,2023,0.9813230133,0.83687226574224,0.01592773425775996,0.72774914666328,0.013850853336719966,1.0190324556204922,0.249,-0.249
QAT,Qatar,0.8244,0.7655,0.9963,0.7114,98.15229797,2023,0.9815229797,0.8091675444646801,0.015232455535319983,0.75135584096035,0.014144159039649985,1.0188248473873198,0.2308,-0.2308
DNK,Denmark,0.9847,0.9992,0.9966,0.9584,98.77559197,2023,0.9877559197,0.97264325412859,0.012056745871410016,0.98696571496424,0.012234285035760016,1.012395856158188,0.0025999999999999357,0.0025999999999999357
NOR,Norway,0.9315,0.9117,0.9654,0.9175,99.00000258,2023,0.9900000258,0.9221850240327,0.009314975967299985,0.9025830235218599,0.009116976478139985,1.0101009837771662,0.05370000000000008,-0.05370000000000008
MCO,Monaco,0.7175,0.4838,0.9171,0.7515,98.87049866,2023,0.9887049866,0.7093958278855,0.00810417211450004,0.47833547251708,0.005464527482920026,1.0114240481772443,0.4333,-0.4333
BRN,Brunei Darussalam,0.7554,0.5802,0.9868,0.6991,98.97039795,2023,0.9897039795000001,0.7476223861143001,0.007777613885699918,0.5742262489059001,0.005973751094099937,1.0104031313536816,0.40659999999999996,-0.40659999999999996
LUX,Luxembourg,0.8466,0.7555,0.9888,0.7955,99.34785707,2023,0.9934785707,0.8410789579546201,0.0055210420453799935,0.75057306016385,0.004926939836149994,1.0065642375108352,0.23330000000000006,-0.23330000000000006
KWT,Kuwait,0.7812,0.6366,0.9988,0.7083,99.74731125,2023,0.9974731124999999,0.7792259954849999,0.0019740045150000583,0.6349913834175,0.0016086165825000475,1.0025332888358933,0.36219999999999997,-0.36219999999999997
BHR,Bahrain,0.9196,0.9031,0.9877,0.868,100.0,2023,1.0,0.9196,0.0,0.9031,0.0,1.0,0.08460000000000001,-0.08460000000000001
SAU,Saudi Arabia,0.9602,0.99,0.9841,0.9067,100.0,2023,1.0,0.9602,0.0,0.99,0.0,1.0,0.005900000000000016,0.005900000000000016
ARE,United Arab Emirates,0.9533,0.9163,1.0,0.9436,100.0,2023,1.0,0.9533,0.0,0.9163,0.0,1.0,0.0837,-0.0837
PRK,Democratic People's Republic of Korea,0.232,0.0291,0.1745,0.4924,,,,,,,,,0.14539999999999997,-0.14539999999999997
WSM,Samoa,0.4899,0.3638,0.4607,0.6453,,,,,,,,,0.09689999999999999,-0.09689999999999999
SSD,South Sudan,0.1191,0.1504,0.0547,0.1521,,,,,,,,,0.09570000000000001,0.09570000000000001
SDN,Sudan,0.2759,0.1293,0.4392,0.2593,,,,,,,,,0.30989999999999995,-0.30989999999999995
SYR,Syrian Arab Republic,0.3888,0.3068,0.4426,0.4169,,,,,,,,,0.13579999999999998,-0.13579999999999998
TKM,Turkmenistan,0.4757,0.2506,0.5151,0.6614,,,,,,,,,0.2645,-0.2645
TUV,Tuvalu,0.4043,0.1944,0.472,0.5463,,,,,,,,,0.27759999999999996,-0.27759999999999996
VUT,Vanuatu,0.5427,0.4769,0.6165,0.5347,,,,,,,,,0.13960000000000006,-0.13960000000000006
YEM,Yemen,0.2318,0.1377,0.2905,0.267,,,,,,,,,0.1528,-0.1528
