ISO3,Country,EGDI,OSI,TII,HCI,Penetration_Pct,Year_Used,p,T_adj_EGDI,Phi_EGDI,T_adj_OSI,Phi_OSI,R_facade,I_egov,Signed_Div
LBN,Lebanon,0.5449,0.4489,0.6425,0.5433,81.7059021,2023,0.817059021,0.44521546054290007,0.09968453945709999,0.3667777945269,0.08212220547309998,1.2239017920346784,0.19359999999999994,-0.19359999999999994
LBY,Libya,0.5466,0.0808,0.9639,0.5952,82.10469818,2023,0.8210469818,0.44878428025188,0.09781571974811998,0.06634059612944,0.014459403870559998,1.2179570988832784,0.8831,-0.8831
DOM,Dominican Republic,0.7013,0.6405,0.7444,0.7189,86.12689972,2023,0.8612689971999999,0.60400794773636,0.09729205226364004,0.5516427927065999,0.08885720729340003,1.1610774371897943,0.10389999999999999,-0.10389999999999999
SYC,Seychelles,0.6773,0.4638,0.8913,0.6769,86.001297,2023,0.86001297,0.582486784581,0.09481321541900001,0.398874015486,0.064925984514,1.16277316143267,0.4275,-0.4275
ARG,Argentina,0.8573,0.7965,0.8425,0.933,89.22897166,2023,0.8922897166,0.76495997404118,0.09234002595881999,0.7107087592719,0.0857912407281,1.120712232132879,0.04600000000000004,-0.04600000000000004
UZB,Uzbekistan,0.7999,0.7648,0.8769,0.758,89.01361047,2023,0.8901361047,0.71201987014953,0.08788012985046997,0.6807760928745601,0.08402390712543997,1.1234237042177129,0.11209999999999998,-0.11209999999999998
THA,Thailand,0.8351,0.7611,0.941,0.8032,89.53525238,2023,0.8953525238000001,0.74770889262538,0.08739110737461993,0.6814528058641801,0.07964719413581994,1.1168785181459717,0.17989999999999995,-0.17989999999999995
PLW,Palau,0.5072,0.2787,0.491,0.752,82.91629791,2023,0.8291629790999999,0.42055146299951995,0.08664853700048004,0.23108772227517,0.047612277724830024,1.2060355143755117,0.2123,-0.2123
SVN,Slovenia,0.8759,0.864,0.9107,0.853,90.37794678,2023,0.9037794678000001,0.79162043584602,0.08427956415397994,0.7808654601792,0.08313453982079994,1.1064646140216285,0.046699999999999964,-0.046699999999999964
AZE,Azerbaijan,0.7607,0.7386,0.8203,0.7233,89.0,2023,0.89,0.677023,0.083677,0.657354,0.081246,1.1235955056179776,0.0817,-0.0817
