Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,08-04-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Lithuania,LTU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.60135893,11.79909047,10.54290579,11.24699415,10.60702468,11.0422225,11.02431282,11.13917449,12.78023288,12.64000139,12.5193568,12.10270832,12.03040394,12.00956609,11.50895693,12.99639413,14.402896,17.32455066,
Luxembourg,LUX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71000847,8.011293321,10.3204694,8.778662377,9.050599862,8.684869236,6.843852368,5.97251741,7.106357004,7.967086404,6.968841029,6.973241237,6.573569943,5.61923855,6.075202068,5.990460389,5.979250211,5.073612032,
Latvia,LVA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.427809127,7.394213081,8.661521156,8.456784496,9.470834531,11.40641115,15.41780711,17.7278752,18.9245452,17.24052952,16.08177546,16.59205804,17.14950556,20.0336001,16.98037136,17.55058937,18.55438935,17.49019148,
"Macao SAR, China",MAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.096658026,0,,16.19144757,0,0,0,0,0,0,0,
St. Martin (French part),MAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703917088,3.744987469,3.863137613,4.018602192,4.853753882,4.389071145,4.30127636,4.498382084,5.430705673,,
Monaco,MCO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84253193,9.704815699,7.418534795,5.132547013,2.76672881,5.339084,4.609752699,3.483887491,5.393474718,2.51881364,2.961304894,2.239086429,2.236947407,2.140180394,2.617084405,2.925147216,
Madagascar,MDG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.469625867,7.027995082,1.770945239,3.325867482,9.089408576,1.49588449,7.579966474,1.540066442,2.005610366,1.549809294,1.289485858,1.044332984,0.963097897,0.539322061,0.405991436,0.348624985,0.478060054,0.958835172,
Maldives,MDV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025307379,0.14397589,,,1.732931278,2.011251894,4.096414731,0.189505057,0.002270568,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.352904965,3.457134038,3.164608133,4.918459467,4.667740907,3.779064199,3.701646012,4.042906975,4.182922703,7.214380969,7.150295747,6.802122302,8.587578001,,
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.61695833,22.68593427,22.13579317,21.14812069,21.35332369,20.51094476,20.22209978,19.57270211,20.65411164,21.16809678,20.89174564,20.40685841,21.50742497,19.81134064,20.53436923,17.99387858,19.30375966,
Marshall Islands,MHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56930587,22.21658408,21.81085504,19.66138842,20.92233378,21.34339518,21.12414584,21.69498692,21.4502978,22.33020152,22.84010062,22.78366508,24.3800217,22.74687532,22.22418188,21.98365769,22.01933429,
North Macedonia,MKD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8981686,1.351468613,2.915101526,3.556667794,4.110124148,4.07043066,3.782459095,3.296011395,3.369132993,2.83705523,3.981634737,4.049076785,4.217455675,4.18105543,4.033195944,4.014984906,5.229710636,6.359911972,
Mali,MLI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.209588926,,4.483153207,4.391430259,2.256469319,,,,6.499346884,1.242702763,5.534528484,5.479696588,2.20544616,13.88539776,10.25786683,5.360654761,,
Malta,MLT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.01928925,50.44226588,48.0270778,47.17116519,47.41286748,45.9493964,38.71059942,34.70841798,30.79472118,21.93325497,30.37705548,33.07080864,29.62182046,35.33777513,30.7355591,38.96158519,43.26927932,45.17916709,
Myanmar,MMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002681273,0.201949574,1.013572002,0.268343903,0.62703149,0.469787769,7.533836766,6.028704113,4.516381762,2.750519991,3.172524938,5.069368434,2.614578396,2.946314142,5.199919998,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.836055538,,,1.637423233,2.005008029,2.084998614,2.053338806,,2.458495142,2.753445408,,,,,
Montenegro,MNE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.029991066,23.56673439,10.34142863,8.253606497,10.78467837,7.904502907,14.6195849,12.76544051,5.564625817,4.238029616,3.153848134,6.889964775,7.607950937,9.444483875,8.21019507,7.995201603,14.46226628,
Mongolia,MNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.705947923,,,,,,16.2910692,19.61596986,4.164654396,16.48462041,3.467943748,4.993821304,18.94402121,2.966199298,22.02069999,30.81416909,22.53655457,,
Northern Mariana Islands,MNP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.74088809,13.62546991,5.716550763,11.66938672,1.620858043,10.71051594,4.293210465,1.082702357,0.844313381,1.599039628,3.179624181,2.742445578,3.630264842,
Mauritania,MRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002046525,,,0.013144801,2.048448605,5.076981808,3.979493382,2.350646234,9.448340812,
Mauritius,MUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.475826289,2.007739393,0.693280226,0.800067417,0.929231405,0.575721802,0.029875207,0.114086428,0.108502819,2.385411188,2.597959071,2.143794724,2.305358037,0.386204361,2.067079625,1.014538901,1.217035386,
Malawi,MWI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.405032173,3.703561212,1.977050199,15.66071478,2.127689094,11.45801804,4.131666081,1.28716235,2.371560838,2.012431544,2.14917014,6.844391536,2.798141543,6.073562309,2.307695393,5.310565941,1.645527944,
Malaysia,MYS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.22450576,49.60909589,47.40890393,47.57496742,48.47074424,49.21925473,48.48538065,49.05866962,51.12407111,53.18128723,51.59277744,53.81287366,51.67868364,58.2818244,59.41550744,58.62767485,
North America,NAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38090765,25.43537972,23.0744041,21.17753373,19.40485441,19.25440537,19.25758866,19.36506728,20.22288647,20.98012501,18.39253913,17.93159145,18.38866188,18.9716163,19.18401676,19.49818587,20.78889107,22.91184144,
Namibia,NAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.494841053,1.171055004,1.644134388,1.974194072,1.829575705,5.369950087,2.795757204,3.651806415,0.439319534,2.225421427,0.181864832,0.219642434,0.015870922,0.023276606,0.066627518,0.056365656,0.080971395,0.117288081,
New Caledonia,NCL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.660732332,8.558379564,0.895989489,15.44593347,10.75819151,14.03023294,13.15387709,5.2672959,,,,,,,,,,
Niger,NER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39248383,8.046533368,5.821426539,13.17854723,57.68815812,60.29981752,15.86162384,6.845976151,18.32427225,8.562054187,5.649700705,12.24092675,32.36995875,13.87081478,8.966750243,8.617663092,
Nigeria,NGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.640149097,1.090051581,1.266260221,1.891615366,2.991691419,2.107968968,11.90587563,2.35102616,2.330351819,1.928778265,1.482401174,6.944123096,6.487965049,2.384883029,3.530423703,2.711671864,
Nicaragua,NIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.739674264,0.947241604,5.902934515,5.374718601,6.71165299,0.245001979,0.36768207,0.468464498,0.583114234,0.798662569,0.599501195,0.676886132,1.062570463,0.537956805,1.217988202,1.255393213,0.804653157,0.596452227,
Netherlands,NLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.063729,26.04451353,28.04393831,27.86499643,25.2390821,25.48329427,24.66590511,24.55596876,24.07401292,24.00874049,22.92190252,22.51320612,23.04823469,23.16397609,22.00232119,21.95783801,24.51064653,23.46800528,
Norway,NOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9336633,18.64831261,19.91978697,20.3684827,21.54409891,21.12405326,21.02050012,22.31545056,22.2637499,20.95633953,21.59709845,21.11782004,22.49201456,22.06888429,20.58637159,23.88494605,25.67461438,25.41393594,
Nepal,NPL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428628769,0.686184565,0.415308033,0.136727858,0.322301826,0.719873716,0.635275667,0.822614407,1.184259948,0.630576368,1.074529846,2.448800144,1.247831571,0.617520704,,,
Nauru,NRU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.10315168,9.332096468,9.912319268,9.715339907,9.973780605,10.08321405,10.72643993,9.914291777,10.11254523,10.87770203,9.252291074,9.811754429,9.865946092,9.608749742,9.761107814,12.05434154,12.64948574,12.96707504,
OECD members,OED,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04747089,18.62458864,19.39224614,19.07957859,18.18924694,18.46191634,18.58680906,18.59942607,19.28539388,19.61552558,17.84228886,17.63116135,17.89950113,18.1987349,18.41380156,20.7829034,20.82121964,22.35063576,
Oman,OMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.393229665,3.443911974,4.361094233,3.243235658,1.521005563,1.116738698,1.258040481,1.502681689,8.495604879,6.610686847,7.619869533,5.005393461,,
Other small states,OSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.10986523,26.39137221,24.09472891,25.51666424,24.18061473,19.08092578,17.51002376,17.01902791,17.99371095,15.54817408,18.54293355,18.25830008,19.34793188,18.49876271,17.16392507,18.43627275,20.21172678,23.63978935,
Pakistan,PAK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.924735006,1.767088512,1.728058242,1.814605631,1.725260189,1.924888894,1.448112847,1.603833334,1.957391558,2.176368769,2.169752842,2.302696918,1.887812496,1.488488236,1.432256354,1.90280939,2.43815248,
Panama,PAN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.234257564,1.373909466,0.826039249,1.44990604,0.419679183,0.046119502,0.195655792,0.000467296,1.156544007,0.29486416,0.125338794,0.295190561,0.743662486,0.260062227,0.233624548,1.00049164,1.767308216,
Peru,PER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.950139137,3.709176176,8.620899037,6.542289853,4.694657691,5.000383148,4.252186326,5.243403853,4.799712599,5.122323286,4.680199921,4.075004388,4.794833903,4.46164505,4.589466164,5.015720128,5.213723776,
Philippines,PHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.31763404,61.34599314,62.2466747,67.04509159,64.22540833,66.6110922,63.9779289,60.97530703,
Palau,PLW,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.99849776,41.21994309,60.45686096,26.82768045,51.68368693,,,,,,,
Papua New Guinea,PNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1034018,3.959047899,,,,,,,29.81565733,44.79840459,40.05406216,11.97180294,10.24807847,,
Poland,POL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.882961433,5.291327369,7.069151763,7.719089568,6.618920414,7.811513839,8.745017672,10.06862779,10.77552133,10.7154228,10.66731873,10.39503339,9.852934836,9.86616549,9.445565143,11.63258778,12.12231897,13.5099699,
Pre-demographic dividend,PRE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico (US),PRI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603049683,8.236406102,4.794558666,4.073106181,4.123989792,4.492998652,4.700277948,4.88070968,5.079952775,5.805400011,5.988125954,5.283532694,6.941814754,7.114711571,6.250331405,6.990491601,6.71084168,6.77343919,
Paraguay,PRY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14174839,9.599998603,12.03393595,8.629776136,10.00737658,8.838163973,8.626709084,6.803182859,6.038421024,7.636267986,6.43135602,9.735859907,7.183011329,5.148321537,7.420545985,10.56199393,9.965655949,10.50040495,
West Bank and Gaza,PSE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986182027,1.258936421,1.860464206,3.013371654,0.208594528,0.316657818,0.094799444,0.234222701,0.961927851,0.717403673,0.615204105,0.850022002,0.903315434,1.697473226,1.600885745,1.255024477,1.843449539,,
Pacific island small states,PSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.57817456,20.35755432,21.39689076,21.54912595,19.74855792,19.96429453,19.95415597,19.81606508,20.46671778,20.69689675,21.29995446,21.28688013,21.49640331,22.21573077,22.54088127,24.23337677,24.01959619,25.65289876,
French Polynesia,PYF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.262561489,4.95749979,17.72483053,2.598981611,7.913055663,15.55733417,11.82096334,22.20840332,13.29134764,10.70526023,30.81895874,10.29261076,23.2822468,9.982096392,0.908614115,1.925220868,
Qatar,QAT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027080653,,0.005507629,0.602919143,0.545850322,0.049124709,1.104773391,0.001132908,0.005506202,1.801937191,0.002503856,7.111804652,1.719404264,2.859699413,2.780036303,2.806553343,
Romania,ROU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.419769987,6.924968993,10.41289969,12.52841537,11.63583984,8.179879512,7.398183231,8.410476726,9.414147802,10.39245139,9.779597385,10.07719159,11.07256931,11.93704249,11.48794083,11.85733756,12.67474083,13.44975115,
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.190030406,6.978488302,9.683721004,9.423242376,8.421781066,9.081489796,10.6336136,12.1254086,15.99206653,15.79011905,12.32469919,11.35528226,12.90531554,9.193638978,9.729847727,,,,
Rwanda,RWA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26683238,7.123624975,13.72548547,5.085108688,4.997346631,11.8559917,15.32509175,13.53128412,2.661184238,2.587323817,10.76038327,7.559386439,5.102408027,4.784729796,,,
South Asia,SAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.716325242,7.339363904,7.418683216,7.255711996,8.339488469,9.179652082,7.173322936,6.797103491,6.604467435,8.398220412,9.842985123,10.70178647,9.944753959,12.34354836,14.53711804,18.05890393,
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668487926,0.778048775,1.098955568,0.750807775,0.590662977,0.661180453,0.712767947,0.590932385,0.787374422,1.305373511,0.734713775,0.544773696,0.644531121,0.605067588,0.30571524,0.295273431,0.590629142,0.544002127,
Sudan,SDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016408641,0.84795371,1.098612625,0.69180467,1.159700948,0.600626153,2.202403482,,,,,,,
Senegal,SEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.810833693,13.63292724,1.862569273,0.896792231,0.866652258,1.48006701,1.831065667,3.749652959,2.718665973,2.163010904,2.809059645,0.935925024,0.744159035,1.879186747,2.300686888,1.604738865,3.043976659,
Singapore,SGP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57810583,52.68897275,50.89715831,52.3392376,47.7371557,48.46261992,50.32718572,50.64032558,52.217455,52.2327295,53.07204429,51.5722801,51.81656901,55.26155801,54.97227525,56.82691899,56.13837586,59.42978294,
Solomon Islands,SLB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799395181,1.742905012,1.022470169,1.359223255,,,,,,,
Sierra Leone,SLE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008480894,0.006537046,0.001260377,0.064879818,0.73611402,,,,,,,
El Salvador,SLV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.261768539,5.847802667,6.451760539,7.323011478,6.635783774,6.007837845,5.655386552,5.652586108,4.977013949,5.373201397,5.737361472,6.126993374,5.140762647,6.371222749,7.175161507,7.850018887,6.404010713,5.473331194,
San Marino,SMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Somalia, Fed. Rep.",SOM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54619757,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.249654156,5.528148127,6.024389487,5.516572006,5.445813271,6.233799334,6.422642235,5.222957558,4.659269042,5.659013304,5.079779462,6.10666457,
South Sudan,SSD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.193117187,5.619870713,6.037467078,5.534489497,5.585531298,6.381792528,6.469450693,5.428934769,4.740670149,5.682943864,5.027275955,6.070146534,
Small states,SST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36409666,22.5273369,23.36120155,22.64648884,17.77027083,16.37111468,15.77977837,16.44431194,14.50189998,17.54348443,17.06027406,18.04513441,17.8365196,16.46517427,17.51244167,19.23389576,22.56968381,
Sao Tome and Principe,STP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.001836969,14.54785828,14.51788571,1.38764213,46.95713857,68.14284925,34.66415585,45.96733865,17.03024883,10.1711733,8.179267483,5.294293818,29.27343289,,
Suriname,SUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22401616,6.935176293,25.08546688,10.88441202,14.93506533,10.81283131,20.03223774,8.277509454,5.821896728,12.52180718,2.511958911,4.633987929,11.35014498,3.212749436,10.37299167,
